_id,text
ObjectId(5cafbd4a72d501346cb8e673),"RT @PaulEDawson: “What happens in the Arctic does not stay in the Arctic,”

“We have the science. Now more urgent climate action is needed…"
ObjectId(5cafbd4f72d501346cb8e676),"RT @UNDP_Evaluation: 🌏Evaluation is critical in advancing UNDPs work on #povertyeradication #climatechange #migration &amp; #inequality.

💪@Ind…"
ObjectId(5cafbd4f72d501346cb8e679),"Consciousness, but also immediate and ambitious #ClimateActionNow. There’s no enough time left... #COP25"
ObjectId(5cafbd5372d501346cb8e67c),"RT @affluencekana: ジュゴンとウミガメがいっしょに泳ぐ姿

どちらも生態系を守る大切な生き物

こんな海をなくしたくない

#エコシステム #沖縄ジュゴン #地球温暖化 #絶滅危惧種
#英語 #リーダーシップ #環境保護
#Dugong #seaturtle…"
ObjectId(5cafbd5872d501346cb8e67f),"RT @PaulEDawson: “What happens in the Arctic does not stay in the Arctic,”

“We have the science. Now more urgent climate action is needed…"
ObjectId(5cafbd5972d501346cb8e682),RT @natieak: Nature &amp; Découvertes lance le défi zéro déchet : zéro #plastique pour une planète préservée❤️Voici mon avis sur la nouveauté L…
ObjectId(5cafbd6672d501346cb8e685),Freaking scary!!! #climatechange is real!
ObjectId(5cafbd6c72d501346cb8e688),RT @tekkers44whufc: Fuck me this is terrible. Poor bastards https://t.co/EYW44ADKRE
ObjectId(5cafbd6e72d501346cb8e68b),CO2 and #CarbonTax and #GlobalWarming are hoaxes. It's a money grab second only to Social Security.
ObjectId(5cafbd6f72d501346cb8e68e),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbd7072d501346cb8e691),And apparently the sun is anti-canadian and must be managed.
ObjectId(5cafbd7172d501346cb8e694),"RT @EdwardJDavey: Fun Lib Dem Pint tonight with ⁦⁦@liberalbrighton⁩

⁦Excellent Parliamentary candidate ⁦@BeatriceLibDem⁩ leading great tea…"
ObjectId(5cafbd7472d501346cb8e697),"RT @bhamys4c: Strikes tomorrow are on! 
""What do we want?
Climate Action
When do we want it?
Now.""
#FridaysForFuture #YouthStrike4Climate #…"
ObjectId(5cafbd7d72d501346cb8e69a),"RT @SenatorTomUdall: At the behest of industry, Trump admin killed #CutMethane rules—a foolish mistake.

This new report on #methane waste…"
ObjectId(5cafbd8872d501346cb8e69d),https://t.co/kzgBv6bTov Click the link to help fund my work without any cost to you #makemoney #CES2019… https://t.co/q0oRNsdOlN
ObjectId(5cafbd8c72d501346cb8e6a0),RT @DarrenDavis10: #NZ’s greenhouse gas emissions have increased by 23% since 1990.  It’s time for the transport sector to play a much bigg…
ObjectId(5cafbd8d72d501346cb8e6a3),"RT @WBrettWilson: You employ some of the stupidest fuckers available to run your non-charity intiatives - making money off of lies. 

You l…"
ObjectId(5cafbd9672d501346cb8e6a6),RT @wildlifeaction: Salamanders are increasingly in jeopardy as stream-water temperatures continue to rise due to climate change! Shout out…
ObjectId(5cafbd9772d501346cb8e6a9),"She argues that climate change is also, not surprisingly, very bad for your health; it’s the biggest global health… https://t.co/Jx8D2CXRi9"
ObjectId(5cafbd9972d501346cb8e6ac),RT @IISDRS: At the #BeforeTheBlueCOP workshop @Manu_FAO presents the @FAO technical paper 627 designed as a toolbox for countries on  #Clim…
ObjectId(5cafbd9a72d501346cb8e6af),¿Es posible que una ciudad anule sus emisiones de gases de efecto invernadero? #Cambioclimatico #ClimateChange… https://t.co/jUeNo3vJy0
ObjectId(5cafbd9a72d501346cb8e6b2),"Join a #sustainability industry network in Australia! https://t.co/1ihp34sRgX

#Melbourne #australia #sustainable… https://t.co/WnsGfRr73X"
ObjectId(5cafbd9c72d501346cb8e6b5),RT @reneelertzman: What if feelings are our superpowers?? https://t.co/mZzYXrZM5q
ObjectId(5cafbda072d501346cb8e6b8),@GChamberlainAZ @79reasons @IPCC_CH @jkenney @fordnation Does relying on 1 solar scientist citing her own co-author… https://t.co/m8hehYeVRG
ObjectId(5cafbda272d501346cb8e6bb),"RT @THEnergyNet: Perfect!
These tiny Scottish islands are a #RenewableEnergy powerhouse!
The Orkneys generate 140% of the electricity they…"
ObjectId(5cafbda872d501346cb8e6be),"RT @klshall: In Southwest Alaska, the ice roads are melting because of #climatechange. Bethel experienced the warmest February and March an…"
ObjectId(5cafbda972d501346cb8e6c1),"RT @BCorporation: On April 18, legal experts will host a national, multi-location conference to discuss #climatechange. Rick Alexander, hea…"
ObjectId(5cafbdab72d501346cb8e6c4),RT @JikoBioGas: Our #Biogas now is ready for scrubbing process before production. Som Milk @DairySom will be d first &amp; only commercial dair…
ObjectId(5cafbdba72d501346cb8e6c7),RT @Dragofix: #Ocean #plastic #pollution costs the planet $2.5 trillion per year https://t.co/p9gilkuchc #environment #ecosystem #biodivers…
ObjectId(5cafbdbc72d501346cb8e6ca),Rep @DebraWA40: WA's landscape  and people are being harmed already today by #climatechange. Our support for… https://t.co/3QyFbgeQ40
ObjectId(5cafbdc772d501346cb8e6cd),RT @ZEROCO2_: #climatechange: Never before has it been so important for each one of us to assume our own responsibility with the present an…
ObjectId(5cafbdc772d501346cb8e6d0),"We interview THANK YOU FOR THE RAIN Writer/Director Julia Dahr

@KisiluMovie #kisilumovie #thankyoufortherain… https://t.co/TVWxXDgSAi"
ObjectId(5cafbdd272d501346cb8e6d3),#STLEarthDayFilmSeries shows @HumanElementMov @ the Tau Center TONIGHT @ 7! W/ compassion &amp;❤️we follow environmenta… https://t.co/fNq4Yc9F6y
ObjectId(5cafbdda72d501346cb8e6d6),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbddb72d501346cb8e6d9),"RT @PeterWMurphy1: The Abbott-Turnbull-Morrison Govt has delivered fear, division, hatred and lies. It has served the interests of its bill…"
ObjectId(5cafbddc72d501346cb8e6dc),RT @GuledWiliq: Why our #innovation is #disruptive ? Because we are addressing local problem such as indoor air pollution &amp; deforestation w…
ObjectId(5cafbddf72d501346cb8e6df),"#Budget2019 cuts funding to #TTC

What's the point of building more subways if the ones you have break down?… https://t.co/PERsfP5Qog"
ObjectId(5cafbde372d501346cb8e6e2),"RT @affluencekana: ジュゴンとウミガメがいっしょに泳ぐ姿

どちらも生態系を守る大切な生き物

こんな海をなくしたくない

#エコシステム #沖縄ジュゴン #地球温暖化 #絶滅危惧種
#英語 #リーダーシップ #環境保護
#Dugong #seaturtle…"
ObjectId(5cafbde672d501346cb8e6e5),RT @FriendsOScience: @GChamberlainAZ @79reasons @IPCC_CH @jkenney @fordnation Does relying on 1 solar scientist citing her own co-authored…
ObjectId(5cafbde672d501346cb8e6e8),"RT @MikeHudema: Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to w…"
ObjectId(5cafbde672d501346cb8e6eb),"Blizzard clobbers Plains and Midwest after blanketing the U.S. Rockies 
💥Who will be the first ⁦@GOP⁩ contender to… https://t.co/TLWnMe4RF0"
ObjectId(5cafbde772d501346cb8e6ee),"Girl on the left: my daddy says that Europe will suffer due to inflation.

 Girl in the middle: my daddy says Europ… https://t.co/OtsrAO5R7R"
ObjectId(5cafbde872d501346cb8e6f1),This from 1912. #climatechange
ObjectId(5cafbdf272d501346cb8e6f4),RT @OversightDems: ICYMI: @JohnKerry praises Rep @AOC efforts to combat #climatechange  as opposed  to #PresidentTrump who refuses to lead…
ObjectId(5cafbdf572d501346cb8e6f7),RT @AOC: Sec. John Kerry: “Congresswoman Ocasio-Cortez  has in fact offered more leadership in one day or in one week than President Trump…
ObjectId(5cafbdf772d501346cb8e6fa),"RT @RashidaTlaib: Actions matter especially when folks try to tell us via press releases that they care about our air, public health and en…"
ObjectId(5cafbdf872d501346cb8e6fd),"RT @bhamys4c: Strikes tomorrow are on! 
""What do we want?
Climate Action
When do we want it?
Now.""
#FridaysForFuture #YouthStrike4Climate #…"
ObjectId(5cafbe0172d501346cb8e700),"RT @PeterWMurphy1: The Abbott-Turnbull-Morrison Govt has delivered fear, division, hatred and lies. It has served the interests of its bill…"
ObjectId(5cafbe0272d501346cb8e703),"RT @ismo_pekkarinen: Suomalainen kevät. Finnish Spring.
#finland #sää #weather #spring #humor #huumori #ilmasto #ilmastomuutos #climatechan…"
ObjectId(5cafbe0472d501346cb8e706),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbe0672d501346cb8e709),"RT @RashidaTlaib: Actions matter especially when folks try to tell us via press releases that they care about our air, public health and en…"
ObjectId(5cafbe0772d501346cb8e70c),Board meetings at @ISE_BU always fill me w/ confidence that we will solve the #climatechange crisis. Universities l… https://t.co/e1L2U9PRQe
ObjectId(5cafbe0972d501346cb8e70f),"RT @WBrettWilson: You employ some of the stupidest fuckers available to run your non-charity intiatives - making money off of lies. 

You l…"
ObjectId(5cafbe0b72d501346cb8e712),"RT @CRINwire: Students have a right to protest, schools must respect it. Read about why we're supporting the #FridaysForFuture movement and…"
ObjectId(5cafbe0f72d501346cb8e715),"RT @tedlieu: I'm thinking that if Albert Einstein were alive today, he would be super happy at this discovery and super distressed that the…"
ObjectId(5cafbe1372d501346cb8e718),"#climatechange
🌻and climate change denial🌧 
Focus on #Facts not #logicalfallacies 
🌳🐢☀️🌻🌳💚
https://t.co/rif0eD93VG"
ObjectId(5cafbe1372d501346cb8e71b),"RT @ArchKennedy: It’s time for us all to recognize the 97% con game. 

Also, the climate changes constantly, but there is no way to know ho…"
ObjectId(5cafbe1372d501346cb8e71e),Tomorrow is another Friday &amp; another #FridayForFuture demo to demand meaningful action to address #climatechange .… https://t.co/g3uUgP5HPD
ObjectId(5cafbe1872d501346cb8e721),"Just relaxing with some chamomile tea -- and a little vegan dinner -- doctor's appointment went well, all systems g… https://t.co/GO1fMrOKMt"
ObjectId(5cafbe1b72d501346cb8e724),"RT @james45609411: Vietnamese Man Makes Biodegradable Straws From Wild Grass to Solve World’s Plastic Problem.
#ocean #climatechange #plast…"
ObjectId(5cafbe1d72d501346cb8e727),"RT @gbibuildingco: We Fight #ClimateChange #GlobalWarming EVERY DAY, One #AffordableHousing #Housing project at a time. Worldwide.

Learn m…"
ObjectId(5cafbe1e72d501346cb8e72a),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbe2f72d501346cb8e72d),"RT @affluencekana: ジュゴンとウミガメがいっしょに泳ぐ姿

どちらも生態系を守る大切な生き物

こんな海をなくしたくない

#エコシステム #沖縄ジュゴン #地球温暖化 #絶滅危惧種
#英語 #リーダーシップ #環境保護
#Dugong #seaturtle…"
ObjectId(5cafbe3072d501346cb8e730),Seen many tweets about the #ourplanet loss of life. We need to extend the awareness. Visiting #fuerteventura and th… https://t.co/dQUHAzZw5P
ObjectId(5cafbe3072d501346cb8e733),RT @Tav_assoli: The most unimaginably perverse evil. Words can't describe it. https://t.co/3B50ECTSSm
ObjectId(5cafbe3372d501346cb8e736),@GChamberlainAZ @79reasons @IPCC_CH @jkenney @fordnation Europe is interested in carbon trading and #climatechange… https://t.co/z1cCoIyedb
ObjectId(5cafbe3472d501346cb8e739),Who are the world's greatest communicators on climate change? Not just in charge of the facts but engage the audien… https://t.co/pumw2i3Vsq
ObjectId(5cafbe3672d501346cb8e73c),"RT @SenWhitehouse: “The study finds that over a twenty year period, networks of actors promulgating scientific misinformation about #climat…"
ObjectId(5cafbe3a72d501346cb8e73f),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbe3b72d501346cb8e742),"RT @SenWhitehouse: Which means you helped pay for it through the tax system, sucka! #TimeToWakeUp! 

https://t.co/N4jGddutPz"
ObjectId(5cafbe3d72d501346cb8e745),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbe3f72d501346cb8e748),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbe4272d501346cb8e74b),तालाब के कैचमेंट एरिया में कृषि भूमि पर गैर प्रदूषणकारी उद्योग लगाने का प्रस्ताव निरस्त From - (patrika)#News… https://t.co/ARghm1hSMQ
ObjectId(5cafbe4472d501346cb8e74e),"RT @SenatorTomUdall: At the behest of industry, Trump admin killed #CutMethane rules—a foolish mistake.

This new report on #methane waste…"
ObjectId(5cafbe4772d501346cb8e751),"RT @qlikbranch: The #Qonnections #QlikHackChallenge = #data4good #code4good

2⃣0⃣1⃣9⃣ Challenge = Build a travel and CO2 reduction app that…"
ObjectId(5cafbe4772d501346cb8e754),"@RepThomasMassie Way to continue perpetuating the stereotype of ""dumb American"" by acting like your everyday ignora… https://t.co/aHANRBToHG"
ObjectId(5cafbe4772d501346cb8e757),"RT @DaveTheHerbi: Damn. The world is losing 15 MILLION hectares of rain forest a year. 

Rain forests store and capture more carbon than an…"
ObjectId(5cafbe4772d501346cb8e75a),"RT @TerrenceEdwards: The sad reality of climate change. The walrus with no ice or place to go.

#Walrus 
#OurPlanet
#ClimateChange 
#Climat…"
ObjectId(5cafbe4872d501346cb8e75d),My hard copies of the Research Handbook on #Climatechange Adaptation Policy just arrived. Order your copy today or… https://t.co/cElKZjMIsk
ObjectId(5cafbe4f72d501346cb8e760),"RT @DefraGovUK: This is an excellence advance by @NICEcomms to help patients [when appropriate, to] make a choice over their care and reduc…"
ObjectId(5cafbe5072d501346cb8e763),@ourwhim Jay Inslee is the only candidate making #ClimateChange a priority.  https://t.co/Dw7y86VVWN
ObjectId(5cafbe5072d501346cb8e766),"RT @PaulEDawson: ""Beyond 2050, there is a 50% probability that about half of the world's population will be subject to mean temperatures in…"
ObjectId(5cafbe5172d501346cb8e769),@Cindi1218 Jay Inslee is the only candidate making #ClimateChange a priority.  https://t.co/Dw7y86VVWN
ObjectId(5cafbe5472d501346cb8e76c),"@DanRubin13 @ecolitical @fivefifths Awesome!! I’ll follow you to keep up with new info you have!! 

#ClimateChange"
ObjectId(5cafbe5672d501346cb8e76f),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbe5772d501346cb8e772),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbe5872d501346cb8e775),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbe5972d501346cb8e778),RT @PeterWMurphy1: Why would anyone vote #OneNation? Racism. Islamophobia. Anti-vaxxer. Weakened gun laws. Opposes any action on #ClimateCh…
ObjectId(5cafbe5a72d501346cb8e77b),#CarbonFarming is something I’m just learning about. Is there a piece of the #GreenNewDeal that addresses it?
ObjectId(5cafbe6672d501346cb8e77e),#climatechange #sustainability #environmentalsolutions
ObjectId(5cafbe6772d501346cb8e781),RT @AOC: Sec. John Kerry: “Congresswoman Ocasio-Cortez  has in fact offered more leadership in one day or in one week than President Trump…
ObjectId(5cafbe6b72d501346cb8e784),"@JayInslee is absolutely SLAYING on @AriMelber’s show right now, pointing out how addressing #ClimateChange helps u… https://t.co/RrhNJRneXQ"
ObjectId(5cafbe6e72d501346cb8e787),"RT @rebecca_fuoco: On top of driving #climatechange, dirty oil production poses a toxic threat to the air we breathe and water we drink. @G…"
ObjectId(5cafbe7072d501346cb8e78a),I’m awed to have friends sharing great dispatches about climate change like this from all corners of the U.S.
ObjectId(5cafbe7172d501346cb8e78d),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbe7272d501346cb8e790),@Kate_McClymont And still nothing happens re the EMERGENCY that is #climatechange
ObjectId(5cafbe7772d501346cb8e793),"RT @AllanMargolin: As Donald denies #climatechange &amp; rising seas, NYC moves ahead with its own #GreenNewDeal https://t.co/LrYdekB1X3 via @H…"
ObjectId(5cafbe7b72d501346cb8e796),We cannot plea not guilty (ignorance) #ClimateChange
ObjectId(5cafbe7c72d501346cb8e799),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbe7c72d501346cb8e79c),"RT @TheAmandaShea: .@AOC is willing to acknowledge that there's a crisis at the border, but only to the extent to claim it's caused by #cli…"
ObjectId(5cafbe7f72d501346cb8e79f),"RT @BrianMAGAswagga: There he is!!!
U up here visiting #MinneSnowta liddle @algore for Spring break???
#GlobalWarming is a big fat #Hoax 
#…"
ObjectId(5cafbe8072d501346cb8e7a2),RT @SeanBradbery: @QandA @ConversationEDU Why do you have people like Malcolm Roberts on your show? Why are you constantly creating false b…
ObjectId(5cafbe8372d501346cb8e7a5),"RT @affluencekana: ジュゴンとウミガメがいっしょに泳ぐ姿

どちらも生態系を守る大切な生き物

こんな海をなくしたくない

#エコシステム #沖縄ジュゴン #地球温暖化 #絶滅危惧種
#英語 #リーダーシップ #環境保護
#Dugong #seaturtle…"
ObjectId(5cafbe8472d501346cb8e7a8),"RT @TerrenceEdwards: The sad reality of climate change. The walrus with no ice or place to go.

#Walrus 
#OurPlanet
#ClimateChange 
#Climat…"
ObjectId(5cafbe8472d501346cb8e7ab),"RT @SenatorTomUdall: At the behest of industry, Trump admin killed #CutMethane rules—a foolish mistake.

This new report on #methane waste…"
ObjectId(5cafbe8472d501346cb8e7ae),"RT @PaulEDawson: ""Policymakers have severely underestimated the risks of ecological tipping points, according to a study that shows 45% of…"
ObjectId(5cafbe8572d501346cb8e7b1),"😵 RT @ClimateOpp

Somewhat surprising support for #climateaction: Trump-appointed energy official: #Climatechange i… https://t.co/LgeBSjJWEq"
ObjectId(5cafbe8a72d501346cb8e7b4),"RT @BrianMAGAswagga: G'mornin friends from lovely ❄#MinneSnowta❄
Ahhhhhh🌱🌷Springtime🌼🌻🌞
What's the saying? 🤔
April showers, FREEZES-TH outt…"
ObjectId(5cafbe9272d501346cb8e7b7),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbe9372d501346cb8e7ba),"RT @UNFCCC: Chile's Environment Minsiter and incoming #COP25 President @CarolaSchmidtZ: ""Chile will lead by presiding over COP25. We will d…"
ObjectId(5cafbe9572d501346cb8e7bd),"RT @stonergrandma: #climatechange
🌻and climate change denial🌧 
Focus on #Facts not #logicalfallacies 
🌳🐢☀️🌻🌳💚
https://t.co/rif0eD93VG"
ObjectId(5cafbe9672d501346cb8e7c0),"RT @UNFCCC: The logo for the December @UN #ClimateChange conference #COP25 in Santiago, Chile, has been released! Follow the official host…"
ObjectId(5cafbe9772d501346cb8e7c3),RT @RebeccaHuntley2: Who are the world's greatest communicators on climate change? Not just in charge of the facts but engage the audience…
ObjectId(5cafbe9a72d501346cb8e7c6),"#GlobalWarming 

#ExtinctionRebellion"
ObjectId(5cafbe9b72d501346cb8e7c9),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbea272d501346cb8e7cc),RT @startmyquest: I love this. Older generations often accused of turning blind eye or just 'not getting' #ClimateChange - but these guys g…
ObjectId(5cafbea472d501346cb8e7cf),RT @wildlifeaction: Salamanders are increasingly in jeopardy as stream-water temperatures continue to rise due to climate change! Shout out…
ObjectId(5cafbeae72d501346cb8e7d2),"When climate change hits hard.

#beer
#climatechange

https://t.co/tdiZ47GmZp"
ObjectId(5cafbeaf72d501346cb8e7d5),"RT @MikeHudema: Air pollution is now more deadly than war, smoking and TB. It kills 7 million people every year.

We have solutions to keep…"
ObjectId(5cafbeb472d501346cb8e7d8),New York will pass a number of regulations to clean up our dirty city. #ClimateChangeIsReal
ObjectId(5cafbeb972d501346cb8e7db),"RT @djmor6: Climate Change Could Destroy His Home in Peru. So He Sued an Energy Company in Germany. - The New York Times

#climatechange #a…"
ObjectId(5cafbebb72d501346cb8e7de),RT @natieak: Nature &amp; Découvertes lance le défi zéro déchet : zéro #plastique pour une planète préservée❤️Voici mon avis sur la nouveauté L…
ObjectId(5cafbec672d501346cb8e7e1),"RT @UNICEFBD: No home.
No food.
No education.

#ClimateChange is threatening the lives and futures of 19 million+ children in #Bangladesh.…"
ObjectId(5cafbec872d501346cb8e7e4),"Ladies and gents, #DavidAttenborough will tell us the facts. Next thursday 18th April 2019 #bbc1 9pm. Watch, Listen… https://t.co/J9PX3DCyVD"
ObjectId(5cafbeca72d501346cb8e7e7),"This is huge...""The action is the largest employee-driven movement on #climatechange to take place in the influenti… https://t.co/f1EHyhqqam"
ObjectId(5cafbeca72d501346cb8e7ea),"Why Are Sea Levels Rising Worldwide? Find out here: https://t.co/2jj3RlII6T
#climatechange #climateaction https://t.co/eziw9A3IjE"
ObjectId(5cafbecc72d501346cb8e7ed),"RT @RashidaTlaib: Actions matter especially when folks try to tell us via press releases that they care about our air, public health and en…"
ObjectId(5cafbecd72d501346cb8e7f0),"RT @MikeHudema: Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to w…"
ObjectId(5cafbecf72d501346cb8e7f3),"RT @mikodessinateur: Il faut se rendre à l’#evidence: l’#humanité est foutue. Place aux #tardigrades, petites #bestioles #indestructibles q…"
ObjectId(5cafbed472d501346cb8e7f6),This is what #globalwarming looks like.
ObjectId(5cafbed572d501346cb8e7f9),New NASA space photos prove that the ice mass in Greenland has grown in the last 2 years at the same rate it had be… https://t.co/URrJtYktbk
ObjectId(5cafbee072d501346cb8e7fc),"Trump is the difference between a shoddy 🆚 cleaner, nicer America 🇺🇸 #Trump #ClimateChangeIsReal #ClimateChange https://t.co/LEqri8XFz4"
ObjectId(5cafbee972d501346cb8e7ff),"RT @BrianMAGAswagga: G'mornin friends from lovely ❄#MinneSnowta❄
Ahhhhhh🌱🌷Springtime🌼🌻🌞
What's the saying? 🤔
April showers, FREEZES-TH outt…"
ObjectId(5cafbef272d501346cb8e802),"RT @TerrenceEdwards: The sad reality of climate change. The walrus with no ice or place to go.

#Walrus 
#OurPlanet
#ClimateChange 
#Climat…"
ObjectId(5cafbef272d501346cb8e805),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbef772d501346cb8e808),"RT @belamoralesf: Consciousness, but also immediate and ambitious #ClimateActionNow. There’s no enough time left... #COP25 https://t.co/H8K…"
ObjectId(5cafbef972d501346cb8e80b),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbef972d501346cb8e80e),#IsleofMan #Students protesting #climatechange inaction at 1200 on Friday 12 April at #Tynwald https://t.co/WSobVTcM0H
ObjectId(5cafbefa72d501346cb8e811),"https://t.co/LybCj5j9c7 favorite
Retweet Great Art! 

What is this thing? https://t.co/2QTcyKRWTd

#ThisArtSpeaks… https://t.co/K6MJyZv8Wb"
ObjectId(5cafbefa72d501346cb8e814),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbefb72d501346cb8e817),"RT @RashidaTlaib: Actions matter especially when folks try to tell us via press releases that they care about our air, public health and en…"
ObjectId(5cafbefb72d501346cb8e81a),"RT @HaugenATX: Two things: 

1) You can ""know"" science. ""Belief"" is an article of faith.

2) General relatively is one of the most experime…"
ObjectId(5cafbefc72d501346cb8e81d),"RT @EricJafMN: Beto O’Rourke voted with Republicans “to end the 40-year restriction on selling US oil overseas.”

O’Rourke shouldn’t be tru…"
ObjectId(5cafbeff72d501346cb8e820),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbf0072d501346cb8e823),"RT @Framcentre: Increasing uncertainty about future #sea #ice conditions presents a distinct challenge to the industry, policymakers, and p…"
ObjectId(5cafbf0072d501346cb8e826),@finafyr Jay Inslee is the only candidate making #ClimateChange a priority.  https://t.co/Dw7y86VVWN
ObjectId(5cafbf0272d501346cb8e829),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafbf0372d501346cb8e82c),"RT @UNFCCC: Former @UN SG Ban Ki-moon, “I am sorry to have to repeat the same message over and over again that we need urgent #ClimateActio…"
ObjectId(5cafbf0472d501346cb8e82f),Aquí un corto video con los mensajes principales del informe sobre calentamiento de 1.5C del IPCC:
ObjectId(5cafbf0572d501346cb8e832),"Why Arctic Climate Change is a Global Problem: https://t.co/cABaVnRdGn
#climatechange #climateaction"
ObjectId(5cafbf0572d501346cb8e835),"RT @ProfStrachan: Researchers warn #Arctic has entered Unprecedented State that threatens Global #Climate Stability 

#1o5C
#ClimateChange…"
ObjectId(5cafbf0972d501346cb8e838),RT @JohnMoralesNBC6: Very positive reaction so far to adding the Mauna Loa atmospheric #CO2 concentration to my daily @nbc6  forecast graph…
ObjectId(5cafbf0b72d501346cb8e83b),"RT @ProfStrachan: Researchers warn #Arctic has entered Unprecedented State that threatens Global #Climate Stability 

#1o5C
#ClimateChange…"
ObjectId(5cafbf0f72d501346cb8e83e),"RT @MikeHudema: Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to w…"
ObjectId(5cafbf1172d501346cb8e841),"Hockey Haven meets Hydrodynamic Separation: 
Our SciCLONE is NOW verified for use in #Canada!
Book a Lunch &amp; Learn… https://t.co/ju3PjTk9le"
ObjectId(5cafbf1272d501346cb8e844),What is your plan to phase out #FossilFuels? What are you doing personally to mitigate #GlobalWarming?
ObjectId(5cafbf1672d501346cb8e847),"Torah Torus
Noah Nova 
NO COINCIDENCE Adam&amp;Eve #Declass 
Jesus said this generation shall not pass ..The timetable… https://t.co/tZTO5fT963"
ObjectId(5cafbf1772d501346cb8e84a),"Ladies and gents, #DavidAttenborough will tell us the climate change facts. Next thursday 18th April 2019 #bbc1 9pm… https://t.co/inSmZGdf37"
ObjectId(5cafbf1872d501346cb8e84d),"RT @klshall: In Southwest Alaska, the ice roads are melting because of #climatechange. Bethel experienced the warmest February and March an…"
ObjectId(5cafbf1a72d501346cb8e850),@AOC So all of this snow in Minnesota is #GlobalWarming LOL. You can’t make this stuff up. https://t.co/OyC3dgCQX0 https://t.co/4NchlROSQV
ObjectId(5cafbf2372d501346cb8e853),"RT @GCCThinkActTank: Why Arctic Climate Change is a Global Problem: https://t.co/cABaVnRdGn
#climatechange #climateaction"
ObjectId(5cafbf2a72d501346cb8e856),RT @ed_stann: Very apt and meaningful (and probably guerrilla) advertising on my train this morning from @ExtinctionR ✊🏻#climatechange #Ext…
ObjectId(5cafbf2a72d501346cb8e859),"RT @ProfStrachan: Researchers warn #Arctic has entered Unprecedented State that threatens Global #Climate Stability 

#1o5C
#ClimateChange…"
ObjectId(5cafbf3072d501346cb8e85c),"RT @SenatorTomUdall: At the behest of industry, Trump admin killed #CutMethane rules—a foolish mistake.

This new report on #methane waste…"
ObjectId(5cafbf3272d501346cb8e85f),"RT @mikodessinateur: Il faut se rendre à l’#evidence: l’#humanité est foutue. Place aux #tardigrades, petites #bestioles #indestructibles q…"
ObjectId(5cafbf3472d501346cb8e862),"RT @MikeHudema: Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to w…"
ObjectId(5cafbf3672d501346cb8e865),"RT @ArchKennedy: It’s time for us all to recognize the 97% con game. 

Also, the climate changes constantly, but there is no way to know ho…"
ObjectId(5cafbf3c72d501346cb8e868),@Lyntilla Jay Inslee is the only candidate making #ClimateChange a priority.  https://t.co/Dw7y86VVWN
